<<<<<<< Updated upstream
Hit_tcid	Hit_xid	#Query_id	Match_length	e-value	%_identity	Query_Length	Hit_Length	Q_start	Q_end	S_start	S_end	Query_Coverage	Hit_Coverage	Query_n_TMS	Hit_n_TMS	TM_Overlap_Score	Family_Abrv	Predicted_Substrate	Query_Pfam	Subject_Pfam	isFusion	Missing_components
3.A.11.1.5	AKM80623	NA	176.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80661	NA	165.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80716	NA	348.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80720	NA	587.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80721	NA	356.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80724	NA	299.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	8.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.11.1.5	AKM80781	WP_003019783.1	513.0	1.42397e-91	35.0	741.0	646.0	208.0	714.0	123.0	625.0	68.3	77.7	0.0	0.0	0.0	DNA-T	None	PF17764,PF00271,PF04851,PF00270,PF18319,PF18074	PF18074,PF17764,PF00270,PF04851,PF00271,PF18319	NA	['AKM80623', 'AKM80720', 'AKM80716', 'AKM80398', 'AKM80287', 'AKM80377', 'AKM80619', 'AKM80724', 'AKM80915', 'AKM80721', 'AKM80378', 'AKM80379', 'AKM80661']	Red
3.A.11.1.5	AKM80915	NA	285.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	C6KT34	NA	828.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	C7SP48	NA	211.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	O77341	NA	807.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q7KQK2	NA	381.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q8I426	NA	531.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q8I553	WP_003022835.1	129.0	2.23807e-14	31.0	244.0	686.0	10.0	133.0	7.0	133.0	50.4	18.4	2.0	0.0	0.0	ER-RT	CHEBI:36080;protein	PF00899	PF00899,PF14732	NA	['C7SP48', 'Q7KQK2', 'Q8IJ82', 'Q8ILR6', 'Q8I426', 'O77341', 'C6KT34', 'Q8I607', 'Q8ILM8', 'Q8I5F9']	Red
3.A.16.1.3	Q8I5F9	NA	1140.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q8I607	NA	147.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q8IJ82	NA	263.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	4.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q8ILM8	NA	510.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	7.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.3	Q8ILR6	NA	282.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	A8MQW3	NA	340.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	F4IXN6	NA	435.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	F4JKK0	NA	1108.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	14.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	F4JPR7	NA	564.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	F4JV39	NA	860.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	O64425	NA	249.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	O82264	NA	413.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	P0DKI4	NA	417.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	P54609	NA	809.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	P93030	NA	193.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q48L33	WP_003022167.1	255.0	7.35423e-50	36.0	254.0	261.0	1.0	252.0	1.0	254.0	98.8	96.9	0.0	0.0	0.0	ER-RT	CHEBI:14911;protein	PF01026	PF01026	NA	['Q9SXC9', 'Q9C5G7', 'Q9LK22', 'P0DKI4', 'Q8RWU7', 'Q9M0N1', 'F4JKK0', 'O82264', 'Q9LYC2', 'Q9FK29', 'Q8VZ96', 'P54609', 'P93030', 'Q9ZS88', 'Q84L31', 'Q9LSP7', 'Q9SUG6', 'Q9ZPR1', 'F4JV39', 'Q6NPT7', 'Q84L32', 'Q6NLS0', 'F4IXN6', 'Q9ZW74', 'A8MQW3', 'F4JPR7', 'Q9ZU93', 'Q9FG93', 'Q9SHI7', 'Q84L30', 'Q8W570', 'Q9LF41', 'Q9SS94', 'Q9FGY9', 'Q8VZU9', 'Q7Y175', 'Q8GUK7', 'Q94JZ8', 'Q9C6B6', 'Q9LUG7', 'Q4V3D3', 'Q94HV8', 'Q8GWH3', 'Q9LW77', 'O64425']	Red
3.A.16.1.5	Q4V3D3	NA	469.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q6NLS0	NA	312.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q6NPT7	NA	460.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q7Y175	NA	421.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q84L30	NA	378.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q84L31	NA	419.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q84L32	NA	368.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q8GUK7	NA	243.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q8GWH3	NA	282.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q8RWU7	NA	303.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q8VZ96	NA	244.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q8VZU9	NA	266.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	5.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q8W570	NA	311.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q94HV8	NA	359.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q94JZ8	NA	468.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9C5G7	NA	525.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9C6B6	NA	604.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9FG93	NA	624.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9FGY9	NA	721.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9FK29	NA	243.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9LF41	NA	1038.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9LK22	NA	251.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9LM25	WP_003021022.1	190.0	1.55698e-23	33.0	215.0	678.0	13.0	200.0	233.0	422.0	87.0	27.9	0.0	3.0	0.0	ER-RT	CHEBI:14911;protein	PF08238,PF08238,PF08238,PF08238,PF08238	PF08238,PF08238,PF08238,PF08238,PF08238,PF08238,PF08238,PF08238	NA	['Q9SXC9', 'Q9C5G7', 'Q9LK22', 'P0DKI4', 'Q8RWU7', 'Q9M0N1', 'F4JKK0', 'O82264', 'Q9LYC2', 'Q9FK29', 'Q8VZ96', 'P54609', 'P93030', 'Q9ZS88', 'Q84L31', 'Q9LSP7', 'Q9SUG6', 'Q9ZPR1', 'F4JV39', 'Q6NPT7', 'Q84L32', 'Q6NLS0', 'F4IXN6', 'Q9ZW74', 'A8MQW3', 'F4JPR7', 'Q9ZU93', 'Q9FG93', 'Q9SHI7', 'Q84L30', 'Q8W570', 'Q9LF41', 'Q9SS94', 'Q9FGY9', 'Q8VZU9', 'Q7Y175', 'Q8GUK7', 'Q94JZ8', 'Q9C6B6', 'Q9LUG7', 'Q4V3D3', 'Q94HV8', 'Q8GWH3', 'Q9LW77', 'O64425']	Red
3.A.16.1.5	Q9LSP7	NA	309.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9LUG7	NA	152.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9LW77	NA	492.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9LYC2	NA	413.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9M0N1	NA	480.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9SHI7	NA	237.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9SS94	NA	820.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9SUG6	NA	302.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9SXC9	NA	574.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9ZPR1	NA	603.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9ZS88	NA	244.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	6.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9ZU93	NA	458.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.16.1.5	Q9ZW74	NA	531.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	O00422	NA	153.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	O15234	NA	703.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	P13986	NA	138.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	P18583	NA	2426.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	P38919	NA	411.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	P61326	NA	146.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q13838	NA	428.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q15287	NA	305.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q53GS7	NA	698.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q8IYB3	NA	904.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q9H307	WP_009246961.1	149.0	0.000735098	23.0	160.0	717.0	2.0	150.0	338.0	475.0	92.5	19.1	0.0	0.0	0.0	mRNA-E	CHEBI:33699;messenger RNA	PF03449,PF01272	PF04697,PF04696	NA	['O15234', 'P61326', 'P13986', 'Q8IYB3', 'Q9UKV3', 'Q15287', 'Q9Y5S9', 'P38919', 'Q53GS7', 'O00422', 'P18583', 'Q13838', 'Q9NPI6', 'Q9UBU9']	Red
3.A.18.1.1	Q9NPI6	NA	582.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q9UBU9	NA	619.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q9UKV3	NA	1341.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.18.1.1	Q9Y5S9	NA	174.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	A1F9V7	NA	197.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	B2D7K2	NA	1017.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN44	NA	421.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN45	NA	1181.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN46	NA	469.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN47	NA	227.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN48	WP_003023022.1	357.0	5.0433e-06	19.0	596.0	530.0	289.0	589.0	170.0	518.0	50.3	65.7	0.0	0.0	0.0	T6SS	CHEBI:8526;protein polypeptide chain, CHEBI:4291;deoxyribonucleic acid	PF06506,PF02954,PF14532	PF00158,PF14532,PF07728,PF02954	NA	['Q9KN49', 'Q9KN52', 'Q9KN53', 'B2D7K2', 'Q9KN46', 'Q9KN51', 'Q9KN45', 'A1F9V7', 'Q9KN50', 'Q9KN47', 'Q9KN54', 'Q9KN55', 'Q9KN44']	Red
3.A.23.1.1	Q9KN48	WP_004223265.1	380.0	9.377380000000001e-53	32.0	554.0	530.0	195.0	552.0	148.0	527.0	64.4	71.5	0.0	0.0	0.0	T6SS	CHEBI:8526;protein polypeptide chain, CHEBI:4291;deoxyribonucleic acid	PF00158,PF14532,PF02954,PF07728	PF00158,PF14532,PF07728,PF02954	NA	['Q9KN49', 'Q9KN52', 'Q9KN53', 'B2D7K2', 'Q9KN46', 'Q9KN51', 'Q9KN45', 'A1F9V7', 'Q9KN50', 'Q9KN47', 'Q9KN54', 'Q9KN55', 'Q9KN44']	Red
3.A.23.1.1	Q9KN49	NA	869.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN50	NA	257.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN51	NA	444.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN52	NA	158.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN53	NA	495.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN54	NA	338.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.1.1	Q9KN55	NA	589.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ERD7	NA	274.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ERV5	NA	247.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ERV6	NA	1258.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ERW2	NA	1121.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	19.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ERW3	WP_004221813.1	279.0	2.61501e-83	48.0	337.0	314.0	38.0	314.0	36.0	310.0	81.9	87.3	1.0	0.0	0.0	T6SS	None	PF02562,PF13604	PF02562,PF13604,PF13245	NA	['B3ERD7', 'B3ET67', 'C3L421', 'B3ET64', 'B3ERW2', 'B3ERV5', 'B3ET74', 'B3ET75', 'B3ET76', 'B3ET65', 'B3ET70', 'B3ERV6', 'B3ET66', 'B3ET72', 'B3ET61', 'B3ET69', 'B3ET71', 'B3ET68', 'B3ET73']	Red
3.A.23.6.1	B3ET61	NA	169.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET62	WP_039924906.1	337.0	7.19347e-96	47.0	339.0	331.0	3.0	335.0	4.0	331.0	97.9	98.8	0.0	0.0	0.0	T6SS	None	PF02800,PF00044	PF02800,PF00044	NA	['B3ERD7', 'B3ET67', 'C3L421', 'B3ET64', 'B3ERW2', 'B3ERV5', 'B3ET74', 'B3ET75', 'B3ET76', 'B3ET65', 'B3ET70', 'B3ERV6', 'B3ET66', 'B3ET72', 'B3ET61', 'B3ET69', 'B3ET71', 'B3ET68', 'B3ET73']	Red
3.A.23.6.1	B3ET64	NA	347.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET65	NA	193.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET66	NA	282.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET67	NA	498.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET68	NA	167.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET69	NA	148.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET70	NA	154.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET71	NA	59.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET72	NA	377.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET73	NA	599.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET74	NA	102.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET75	NA	131.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	B3ET76	NA	831.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.23.6.1	C3L421	NA	1561.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O05462	NA	462.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O06269	NA	184.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O69733	NA	573.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O69734	NA	480.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O69735	NA	747.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O69736	NA	591.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	O69740	WP_003021392.1	177.0	5.9241e-05	27.0	256.0	666.0	2.0	168.0	416.0	568.0	64.8	22.8	0.0	0.0	0.0	T7SS	None	PF01656,PF13614	PF01656,PF13614,PF02374	NA	['O06269', 'O69741', 'P0A566', 'P65087', 'O69733', 'O05462', 'O69736', 'O69735', 'Q79F93', 'Q79F92', 'O69734']	Red
3.A.24.1.1	O69741	NA	511.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	11.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	P0A566	NA	100.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	P65087	NA	103.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	Q79F92	NA	368.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.24.1.1	Q79F93	NA	99.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.25.2.1	C0H4U7	NA	373.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	3.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.25.2.1	C0H540	NA	296.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.25.2.1	O97275	NA	1816.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.25.2.1	P46468	NA	1229.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
3.A.25.2.1	Q8ID54	WP_009246569.1	195.0	3.57203e-08	24.0	209.0	584.0	21.0	204.0	106.0	295.0	87.6	32.4	1.0	3.0	1.0	SELMA	CHEBI:16670;peptide	PF00899	PF00899	NA	['C0H540', 'P46468', 'O97275', 'Q8IDZ6', 'Q8IKV3', 'C0H4U7', 'Q8IDP1']	Red
3.A.25.2.1	Q8IDP1	NA	278.0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1.0	NA	NA	NA	NA	NA	NA	NA	NA
